S.No.,Log File,spark_driver_start_time, state_accept_epoch (s), state_running_time, state_running_epoch (s),Waiting Time (in Seconds),Driver Memory,Executor Memory,Memory Store Capacity,Job Result
667,application_1513303661803_19833_asrd.cp.big.data.services.team.log,1513694187, 17/12/19 14:38:14,1513694294,107, 17/12/19 14:36:22, 12G, 4G, 8.4GB, Job completed successfully
668,application_1513303661803_21076_asrd.cp.big.data.services.team.log,1513730471, 17/12/20 00:41:16,1513730476,5, 17/12/20 00:41:06, 12g, 6144M, 8.4GB, Job completed successfully
669,application_1513303661803_19136_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
670,application_1513303661803_19624_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA
671,application_1513303661803_23611_asrd.cp.big.data.services.team.log,1513788388, 17/12/20 16:46:33,1513788393,5, 17/12/20 16:46:25, 12g, 6144M, 8.4GB, Job failed
672,application_1513303661803_18607_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
673,application_1513303661803_22900_asrd.cp.big.data.services.team.log,1513778599, 17/12/20 14:03:29,1513778609,10, 17/12/20 14:03:16, 18G, 22G, 12.7GB, Job completed successfully
674,application_1513303661803_20099_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
675,application_1513303661803_18912_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
676,application_1513303661803_25298_asrd.cp.big.data.services.team.log,1513825283, 17/12/21 03:01:28,1513825288,5, 17/12/21 03:01:19, 6G, 3G, 4.1GB, Job completed successfully
677,application_1513303661803_19965_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
678,application_1513303661803_18554_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA
679,application_1513303661803_23032_asrd.cp.big.data.services.team.log,1513782203, 17/12/20 15:08:24,1513782504,301, 17/12/20 15:03:04, 12g, 3G, 8.4GB, Job completed successfully
680,application_1513303661803_21494_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
681,application_1513303661803_20256_asrd.cp.big.data.services.team.log,1513704721, 17/12/19 17:32:06,1513704726,5, 17/12/19 17:31:57, 6G, 6G, 4.1GB, Job completed successfully
682,application_1513303661803_24336_asrd.cp.big.data.services.team.log,1513798413, 17/12/20 19:33:38,1513798418,5, 17/12/20 19:33:29, 12g, 10G, 8.4GB, Job completed successfully
683,application_1513303661803_19028_asrd.cp.big.data.services.team.log,1513652459, 17/12/19 03:01:04,1513652464,5, 17/12/19 03:00:53, 512M, 512M, 143.6MB, Job completed successfully
684,application_1513303661803_20933_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 10.6GB, NA
685,application_1513303661803_19000_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
686,application_1513303661803_19252_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
687,application_1513303661803_25873_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 5.5GB, NA
688,application_1513303661803_19180_asrd.cp.big.data.services.team.log,1513654475, 17/12/19 03:34:50,1513654490,15, 17/12/19 03:34:31, 20G, 20G, 14.2GB, Job completed successfully
689,application_1513303661803_25031_asrd.cp.big.data.services.team.log,1513818841, 17/12/21 01:14:06,1513818846,5, 17/12/21 01:13:57, 10G, 10G, 7.0GB, Job completed successfully
690,application_1513303661803_20880_asrd.cp.big.data.services.team.log,1513728983, 17/12/20 00:16:29,1513728989,6, 17/12/20 00:16:18, 12g, 5G, 8.4GB, Job completed successfully
691,application_1513303661803_20544_asrd.cp.big.data.services.team.log,1513713792, 17/12/19 20:03:17,1513713797,5, 17/12/19 20:03:08, 1G, 1G, 511.5MB, Job failed
692,application_1513303661803_23793_asrd.cp.big.data.services.team.log,1513790398, 17/12/20 17:20:03,1513790403,5, 17/12/20 17:19:54, 12g, 6144M, 8.4GB, Job completed successfully
693,application_1513303661803_23701_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA
694,application_1513303661803_19355_asrd.cp.big.data.services.team.log,1513662888, 17/12/19 05:54:53,1513662893,5, 17/12/19 05:54:44, 12g, 10G, 8.4GB, Job completed successfully
695,application_1513303661803_22660_asrd.cp.big.data.services.team.log,1513765368, 17/12/20 10:22:53,1513765373,5, 17/12/20 10:22:36, 15G, 10G, 10.6GB, Job completed successfully
696,application_1513303661803_22125_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
697,application_1513303661803_19124_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
698,application_1513303661803_22718_asrd.cp.big.data.services.team.log,1513768078, 17/12/20 11:08:03,1513768083,5, 17/12/20 11:07:54, 15G, 10G, 10.6GB, Job completed successfully
699,application_1513303661803_22584_asrd.cp.big.data.services.team.log,1513761021, 17/12/20 09:10:26,1513761026,5, 17/12/20 09:10:17, 6G, 4G, 4.1GB, Job completed successfully
700,application_1513303661803_21613_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA
701,application_1513303661803_20517_asrd.cp.big.data.services.team.log,1513713666, 17/12/19 20:01:12,1513713672,6, 17/12/19 20:01:02, 12g, 3G, 8.4GB, Job completed successfully
702,application_1513303661803_18105_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
703,application_1513303661803_23981_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
704,application_1513303661803_22087_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
705,application_1513303661803_24831_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
706,application_1513303661803_19786_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 8.4GB, NA
707,application_1513303661803_22475_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
708,application_1513303661803_23424_asrd.cp.big.data.services.team.log,1513786504, 17/12/20 16:15:09,1513786509,5, 17/12/20 16:15:01, 12g, 6144M, 8.4GB, Job completed successfully
709,application_1513303661803_24386_asrd.cp.big.data.services.team.log,1513800058, 17/12/20 20:01:03,1513800063,5, 17/12/20 20:00:54, 512M, 512M, 143.6MB, Job completed successfully
710,application_1513303661803_20944_asrd.cp.big.data.services.team.log,1513729822, 17/12/20 00:30:27,1513729827,5, 17/12/20 00:30:18, 15G, 10G, 10.6GB, Job completed successfully
711,application_1513303661803_19307_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
712,application_1513303661803_24854_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
713,application_1513303661803_19430_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
714,application_1513303661803_22035_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
715,application_1513303661803_21336_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
716,application_1513303661803_22459_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
717,application_1513303661803_23320_asrd.cp.big.data.services.team.log,1513785676, 17/12/20 16:06:00,1513785960,284, 17/12/20 16:01:12, 12g, 3G, 8.4GB, Job completed successfully
718,application_1513303661803_19400_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA
719,application_1513303661803_25108_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
720,application_1513303661803_25268_asrd.cp.big.data.services.team.log,1513823816, 17/12/21 02:37:01,1513823821,5, 17/12/21 02:36:51, 12g, 6144M, 8.4GB, Job completed successfully
721,application_1513303661803_24159_asrd.cp.big.data.services.team.log,1513795349, 17/12/20 18:42:34,1513795354,5, 17/12/20 18:42:25, 12g, 6144M, 8.4GB, Job completed successfully
722,application_1513303661803_19804_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA
723,application_1513303661803_20214_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
724,application_1513303661803_19549_asrd.cp.big.data.services.team.log,1513677153, 17/12/19 09:52:40,1513677160,7, 17/12/19 09:52:28, 12g, 10G, 8.4GB, Job completed successfully
725,application_1513303661803_19515_asrd.cp.big.data.services.team.log,1513676066, 17/12/19 09:34:32,1513676072,6, 17/12/19 09:34:14, 12g, 10G, 8.4GB, Job completed successfully
726,application_1513303661803_19975_asrd.cp.big.data.services.team.log,1513697995, 17/12/19 15:40:00,1513698000,5, 17/12/19 15:39:53, 12g, 10G, 8.4GB, Job completed successfully
727,application_1513303661803_21676_asrd.cp.big.data.services.team.log,1513739888, 17/12/20 03:18:22,1513739902,14, 17/12/20 03:18:02, 20G, 10G, 14.2GB, Job completed successfully
728,application_1513303661803_24264_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
729,application_1513303661803_19405_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
730,application_1513303661803_21467_asrd.cp.big.data.services.team.log,1513736164, 17/12/20 02:16:13,1513736173,9, 17/12/20 02:15:58, 12g, 2G, 8.4GB, Job completed successfully
731,application_1513303661803_24421_asrd.cp.big.data.services.team.log,1513800950, 17/12/20 20:15:55,1513800955,5, 17/12/20 20:15:46, 12g, 2G, 8.4GB, Job completed successfully
732,application_1513303661803_18766_asrd.cp.big.data.services.team.log,1513648862, 17/12/19 02:01:08,1513648868,6, 17/12/19 02:00:59, 512M, 512M, 143.6MB, Job completed successfully
733,application_1513303661803_23431_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
734,application_1513303661803_19064_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
735,application_1513303661803_19894_asrd.cp.big.data.services.team.log,1513695904, 17/12/19 15:05:27,1513695927,23, 17/12/19 15:04:51, 12g, 6144M, 8.4GB, Job completed successfully
736,application_1513303661803_22803_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA
737,application_1513303661803_24310_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
738,application_1513303661803_24072_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA
739,application_1513303661803_25414_asrd.cp.big.data.services.team.log,1513826235, 17/12/21 03:17:22,1513826242,7, 17/12/21 03:17:10, 10G, 5G, 7.0GB, Job completed successfully
740,application_1513303661803_25044_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
741,application_1513303661803_23109_asrd.cp.big.data.services.team.log,1513783537, 17/12/20 15:25:59,1513783559,22, 17/12/20 15:25:33, 12g, 6144M, 8.4GB, Job completed successfully
742,application_1513303661803_20352_asrd.cp.big.data.services.team.log,1513707558, 17/12/19 18:19:23,1513707563,5, 17/12/19 18:19:15, 12g, 6144M, 8.4GB, Job completed successfully
743,application_1513303661803_22824_asrd.cp.big.data.services.team.log,1513776271, 17/12/20 13:24:36,1513776276,5, 17/12/20 13:24:26, 15G, 6144M, 10.6GB, Job completed successfully
744,application_1513303661803_20322_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
745,application_1513303661803_23426_asrd.cp.big.data.services.team.log,1513786509, 17/12/20 16:15:15,1513786515,6, 17/12/20 16:15:05, 12g, 10G, 8.4GB, Job failed
746,application_1513303661803_20679_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
747,application_1513303661803_21924_asrd.cp.big.data.services.team.log,1513747004, 17/12/20 05:16:49,1513747009,5, 17/12/20 05:16:39, 12g, 6144M, 8.4GB, Job completed successfully
748,application_1513303661803_23293_asrd.cp.big.data.services.team.log,1513785505, 17/12/20 15:58:30,1513785510,5, 17/12/20 15:58:20, 2G, 10G, 1247.6MB, Job completed successfully
749,application_1513303661803_22939_asrd.cp.big.data.services.team.log,1513779131, 17/12/20 14:15:29,1513779329,198, 17/12/20 14:11:55, 20G, 10G, 14.2GB, Job completed successfully
750,application_1513303661803_18351_asrd.cp.big.data.services.team.log,1513643503, 17/12/19 00:31:48,1513643508,5, 17/12/19 00:31:38, 12g, 5G, 8.4GB, Job completed successfully
751,application_1513303661803_21029_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
752,application_1513303661803_20180_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
753,application_1513303661803_18902_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA
754,application_1513303661803_20699_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
755,application_1513303661803_21609_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
756,application_1513303661803_22453_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA
757,application_1513303661803_20373_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
758,application_1513303661803_22278_asrd.cp.big.data.services.team.log,1513752047, 17/12/20 06:40:52,1513752052,5, 17/12/20 06:40:44, 12g, 6144M, 8.4GB, Job completed successfully
759,application_1513303661803_22924_asrd.cp.big.data.services.team.log,1513778695, 17/12/20 14:05:01,1513778701,6, 17/12/20 14:04:52, 12G, 5G, 8.4GB, Job completed successfully
760,application_1513303661803_25856_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
761,application_1513303661803_28195_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA
762,application_1513303661803_24378_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
763,application_1513303661803_20307_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 8.4GB, NA
764,application_1513303661803_22348_asrd.cp.big.data.services.team.log,1513753037, 17/12/20 06:57:22,1513753042,5, 17/12/20 06:57:14, 12g, 6144M, 8.4GB, Job completed successfully
765,application_1513303661803_19888_asrd.cp.big.data.services.team.log,1513695895, 17/12/19 15:05:27,1513695927,32, 17/12/19 15:04:48, 12g, 6144M, 8.4GB, Job completed successfully
766,application_1513303661803_20605_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 8.4GB, NA
767,log_105843582.txt,1509779915, 17/11/04 07:18:40,1509779920,5, 17/11/04 07:18:33, 10G, 4G, withcapacity, Job failed
768,application_1513303661803_25405_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
769,application_1513303661803_17813_asrd.cp.big.data.services.team.log,1513634321, 17/12/18 21:58:46,1513634326,5, 17/12/18 21:58:36, 12g, 10G, 8.4GB, Job completed successfully
770,application_1513303661803_23738_asrd.cp.big.data.services.team.log,1513789757, 17/12/20 17:09:25,1513789765,8, 17/12/20 17:09:14, 12g, 6144M, 8.4GB, Job completed successfully
771,application_1513303661803_19224_asrd.cp.big.data.services.team.log,1513656156, 17/12/19 04:03:13,1513656193,37, 17/12/19 04:02:32, 10G, 10G, 7.0GB, Job completed successfully
772,application_1513303661803_21976_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
773,application_1513303661803_25508_asrd.cp.big.data.services.team.log,1513828959, 17/12/21 04:03:30,1513829010,51, 17/12/21 04:02:35, 12g, 1G, 8.4GB, Job completed successfully
774,application_1513303661803_21435_asrd.cp.big.data.services.team.log,1513736052, 17/12/20 02:14:17,1513736057,5, 17/12/20 02:14:08, 12g, 10G, 8.4GB, Job completed successfully
775,application_1513303661803_22011_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
776,application_1513303661803_18186_asrd.cp.big.data.services.team.log,1513641976, 17/12/19 00:06:22,1513641982,6, 17/12/19 00:06:10, 12g, 6144M, 8.4GB, Job completed successfully
777,application_1513303661803_19627_asrd.cp.big.data.services.team.log,1513684874, 17/12/19 12:01:19,1513684879,5, 17/12/19 12:01:09, 512M, 512M, 143.6MB, Job completed successfully
778,application_1513303661803_18143_asrd.cp.big.data.services.team.log,1513641681, 17/12/19 00:01:26,1513641686,5, 17/12/19 00:01:17, 512M, 512M, 143.6MB, Job completed successfully
779,application_1513303661803_20068_asrd.cp.big.data.services.team.log,1513700325, 17/12/19 16:18:51,1513700331,6, 17/12/19 16:18:41, 12g, 10G, 8.4GB, Job completed successfully
780,application_1513303661803_25612_asrd.cp.big.data.services.team.log,1513832747, 17/12/21 05:05:52,1513832752,5, 17/12/21 05:05:42, 12g, 6144M, 8.4GB, Job completed successfully
781,application_1513303661803_18837_asrd.cp.big.data.services.team.log,1513649668, 17/12/19 02:14:34,1513649674,6, 17/12/19 02:14:23, 12g, 6144M, 8.4GB, Job completed successfully
782,application_1513303661803_22026_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
783,application_1513303661803_21398_asrd.cp.big.data.services.team.log,1513735801, 17/12/20 02:10:06,1513735806,5, 17/12/20 02:09:55, 12g, 12480M, 8.4GB, Job completed successfully
784,application_1513303661803_19225_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA
785,application_1513303661803_21849_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
786,application_1513303661803_19097_asrd.cp.big.data.services.team.log,1513653361, 17/12/19 03:16:06,1513653366,5, 17/12/19 03:15:57, 20G, 10G, 14.2GB, Job completed successfully
787,application_1513303661803_22518_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA
788,application_1513303661803_18638_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
789,application_1513303661803_23263_asrd.cp.big.data.services.team.log,1513785202, 17/12/20 15:53:30,1513785210,8, 17/12/20 15:53:18, 12g, 6144M, 8.4GB, Job completed successfully
790,application_1513303661803_22607_asrd.cp.big.data.services.team.log,1513764064, 17/12/20 10:01:09,1513764069,5, 17/12/20 10:00:59, 12g, 3G, 8.4GB, Job completed successfully
791,application_1513303661803_21436_asrd.cp.big.data.services.team.log,1513736055, 17/12/20 02:14:27,1513736067,12, 17/12/20 02:14:09, 12g, 4G, 8.4GB, Job completed successfully
792,application_1513303661803_19661_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA
793,application_1513303661803_19705_asrd.cp.big.data.services.team.log,1513692069, 17/12/19 14:01:15,1513692075,6, 17/12/19 14:01:05, 20G, 1G, 14.2GB, Job completed successfully
794,application_1513303661803_18679_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
795,application_1513303661803_20540_asrd.cp.big.data.services.team.log,1513713725, 17/12/19 20:02:10,1513713730,5, 17/12/19 20:02:01, 12G, 12G, 8.4GB, Job completed successfully
796,application_1513303661803_19787_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
797,application_1513303661803_20220_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
798,application_1513303661803_24408_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.8GB, NA
799,application_1513303661803_19988_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
800,application_1513303661803_18975_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
801,application_1513303661803_19479_asrd.cp.big.data.services.team.log,1513674061, 17/12/19 09:01:08,1513674068,7, 17/12/19 09:00:56, 512M, 512M, 143.6MB, Job completed successfully
802,log_106179838.txt,1509928186, 17/11/06 00:29:53,1509928193,7, 17/11/06 00:29:40, 12g, 6144M, withcapacity, Job failed
803,application_1513303661803_22704_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
804,application_1513303661803_22018_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
805,application_1513303661803_23534_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
806,application_1513303661803_21142_asrd.cp.big.data.services.team.log,1513730888, 17/12/20 00:48:14,1513730894,6, 17/12/20 00:48:03, 12g, 10G, 8.4GB, Job completed successfully
807,application_1513303661803_22951_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA
808,application_1513303661803_25126_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
809,application_1513303661803_18735_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 14.2GB, NA
810,application_1513303661803_20468_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA
811,application_1513303661803_21178_asrd.cp.big.data.services.team.log,1513731683, 17/12/20 01:01:29,1513731689,6, 17/12/20 01:01:20, 12g, 6144M, 8.4GB, Job completed successfully
812,application_1513303661803_21784_asrd.cp.big.data.services.team.log,1513742579, 17/12/20 04:03:04,1513742584,5, 17/12/20 04:02:53, 20G, 20G, 14.2GB, Job completed successfully
813,application_1513303661803_20379_asrd.cp.big.data.services.team.log,1513709740, 17/12/19 18:55:45,1513709745,5, 17/12/19 18:55:37, 12g, 10G, 8.4GB, Job completed successfully
814,application_1513303661803_22536_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
815,application_1513303661803_24603_asrd.cp.big.data.services.team.log,1513814948, 17/12/21 00:09:40,1513814980,32, 17/12/21 00:08:56, 12g, 6144M, 8.4GB, Job completed successfully
816,application_1513303661803_22739_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
817,application_1513303661803_21904_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
818,application_1513303661803_26761_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
819,application_1513303661803_21950_asrd.cp.big.data.services.team.log,1513747890, 17/12/20 05:31:36,1513747896,6, 17/12/20 05:31:26, 12g, 6144M, 8.4GB, Job completed successfully
820,application_1513303661803_17772_asrd.cp.big.data.services.team.log,1513632852, 17/12/18 21:34:17,1513632857,5, 17/12/18 21:34:07, 12g, 10G, 8.4GB, Job completed successfully
821,application_1513303661803_23438_asrd.cp.big.data.services.team.log,1513786547, 17/12/20 16:15:52,1513786552,5, 17/12/20 16:15:42, 12g, 2G, 8.4GB, Job completed successfully
822,application_1513303661803_21987_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
823,application_1513303661803_20481_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
824,application_1513303661803_19223_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA
825,application_1513303661803_19726_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA
826,application_1513303661803_19419_asrd.cp.big.data.services.team.log,1513667150, 17/12/19 07:05:54,1513667154,4, 17/12/19 07:05:46, 12g, 10G, 8.4GB, Job completed successfully
827,application_1513303661803_24106_asrd.cp.big.data.services.team.log,1513794453, 17/12/20 18:27:38,1513794458,5, 17/12/20 18:27:30, 12g, 6144M, 8.4GB, Job completed successfully
828,application_1513303661803_25135_asrd.cp.big.data.services.team.log,1513822029, 17/12/21 02:07:14,1513822034,5, 17/12/21 02:07:04, 12g, 6144M, 8.4GB, Job completed successfully
829,application_1513303661803_22504_asrd.cp.big.data.services.team.log,1513756865, 17/12/20 08:01:14,1513756874,9, 17/12/20 08:00:58, 12g, 3G, 8.4GB, Job completed successfully
830,application_1513303661803_19683_asrd.cp.big.data.services.team.log,1513688918, 17/12/19 13:08:43,1513688923,5, 17/12/19 13:08:34, 12g, 6144M, 8.4GB, Job completed successfully
831,application_1513303661803_25066_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
832,application_1513303661803_21186_asrd.cp.big.data.services.team.log,1513731690, 17/12/20 01:01:36,1513731696,6, 17/12/20 01:01:26, 12g, 10G, 8.4GB, Job completed successfully
833,application_1513303661803_21094_asrd.cp.big.data.services.team.log,1513730498, 17/12/20 00:41:43,1513730503,5, 17/12/20 00:41:33, 12g, 6144M, 8.4GB, Job completed successfully
834,application_1513303661803_21721_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 3.4GB, NA
835,application_1513303661803_24415_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
836,application_1513303661803_21627_asrd.cp.big.data.services.team.log,1513739492, 17/12/20 03:11:39,1513739499,7, 17/12/20 03:11:27, 12g, 10G, 8.4GB, Job completed successfully
837,application_1513303661803_18769_asrd.cp.big.data.services.team.log,1513648862, 17/12/19 02:01:09,1513648869,7, 17/12/19 02:00:56, 12g, 3G, 8.4GB, Job completed successfully
838,application_1513303661803_20761_asrd.cp.big.data.services.team.log,1513728121, 17/12/20 00:02:09,1513728129,8, 17/12/20 00:01:53, 12g, 3G, 8.4GB, Job completed successfully
839,application_1513303661803_23486_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
840,application_1513303661803_22975_asrd.cp.big.data.services.team.log,1513780300, 17/12/20 14:32:08,1513780328,28, 17/12/20 14:31:35, 12G, 4G, 8.4GB, Job completed successfully
841,application_1513303661803_23531_asrd.cp.big.data.services.team.log,1513787428, 17/12/20 16:30:33,1513787433,5, 17/12/20 16:30:25, 12g, 6144M, 8.4GB, Job completed successfully
842,application_1513303661803_27736_asrd.cp.big.data.services.team.log,1513918799, 17/12/22 05:00:06,1513918806,7, 17/12/22 04:59:55, 4G, 4G, 2.7GB, Job completed successfully
843,application_1513303661803_23274_asrd.cp.big.data.services.team.log,1513785247, 17/12/20 15:54:12,1513785252,5, 17/12/20 15:54:03, 12g, 10G, 8.4GB, Job completed successfully
844,application_1513303661803_18573_asrd.cp.big.data.services.team.log,1513644721, 17/12/19 00:52:06,1513644726,5, 17/12/19 00:51:57, 15G, 10G, 10.6GB, NA
845,application_1513303661803_23100_asrd.cp.big.data.services.team.log,1513783502, 17/12/20 15:25:26,1513783526,24, 17/12/20 15:24:57, 12g, 6144M, 8.4GB, Job completed successfully
846,application_1513303661803_21666_asrd.cp.big.data.services.team.log,1513739663, 17/12/20 03:14:40,1513739680,17, 17/12/20 03:14:19, 12g, 10G, 8.4GB, Job completed successfully
847,application_1513303661803_21914_asrd.cp.big.data.services.team.log,1513746651, 17/12/20 05:10:58,1513746658,7, 17/12/20 05:10:46, 10G, 10G, 7.0GB, Job completed successfully
848,application_1513303661803_22096_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
849,application_1513303661803_24551_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 5.5GB, NA
