,S.No.,Log File, state_accept_epoch (s), state_running_time, state_running_epoch (s),Waiting Time (in Seconds),spark_driver_start_time,Driver Memory (MB),Executor Memory (MB),Memory Store Capacity (MB),Job Result
854,855,application_1513303661803_22850_asrd.cp.big.data.services.team.log,1513778460.0, 17/12/20 14:01:05,1513778465,5, 17/12/20 14:00:57,12288.0,6144.0,8601.6, Job completed successfully
855,856,application_1513303661803_25189_asrd.cp.big.data.services.team.log,1513822368.0, 17/12/21 02:13:20,1513822400,32, 17/12/21 02:12:32,12288.0,10240.0,8601.6, Job completed successfully
863,864,application_1513303661803_20758_asrd.cp.big.data.services.team.log,1513728127.0, 17/12/20 00:02:13,1513728133,6, 17/12/20 00:01:55,12288.0,3072.0,8601.6, Job completed successfully
864,865,application_1513303661803_24759_asrd.cp.big.data.services.team.log,1513816319.0, 17/12/21 00:32:04,1513816324,5, 17/12/21 00:31:54,12288.0,5120.0,8601.6, Job completed successfully
866,867,application_1513303661803_24255_asrd.cp.big.data.services.team.log,1513796504.0, 17/12/20 19:01:59,1513796519,15, 17/12/20 19:01:40,512.0,512.0,143.6, Job completed successfully
868,869,application_1513303661803_20030_asrd.cp.big.data.services.team.log,1513699270.0, 17/12/19 16:01:15,1513699275,5, 17/12/19 16:01:05,512.0,512.0,143.6, Job completed successfully
872,873,application_1513303661803_22342_asrd.cp.big.data.services.team.log,1513752969.0, 17/12/20 06:56:13,1513752973,4, 17/12/20 06:56:07,12288.0,6144.0,8601.6, Job completed successfully
873,874,application_1513303661803_25638_asrd.cp.big.data.services.team.log,1513836059.0, 17/12/21 06:01:05,1513836065,6, 17/12/21 06:00:55,12288.0,3072.0,8601.6, Job completed successfully
875,876,application_1513303661803_19488_asrd.cp.big.data.services.team.log,1513674085.0, 17/12/19 09:01:30,1513674090,5, 17/12/19 09:01:21,512.0,512.0,143.6, Job completed successfully
876,877,application_1513303661803_20751_asrd.cp.big.data.services.team.log,1513728126.0, 17/12/20 00:02:12,1513728132,6, 17/12/20 00:02:00,15360.0,12288.0,10854.4, Job completed successfully
877,878,application_1513303661803_19730_asrd.cp.big.data.services.team.log,1513692176.0, 17/12/19 14:03:03,1513692183,7, 17/12/19 14:02:49,12288.0,1024.0,8601.6, Job completed successfully
878,879,application_1513303661803_23201_asrd.cp.big.data.services.team.log,1513784557.0, 17/12/20 15:42:54,1513784574,17, 17/12/20 15:42:30,2048.0,10240.0,1247.6, Job completed successfully
880,881,application_1513303661803_19869_asrd.cp.big.data.services.team.log,1513694840.0, 17/12/19 14:51:03,1513695063,223, 17/12/19 14:47:15,12288.0,4096.0,8601.6, Job completed successfully
881,882,application_1513303661803_23542_asrd.cp.big.data.services.team.log,1513787708.0, 17/12/20 16:35:13,1513787713,5, 17/12/20 16:35:05,12288.0,6144.0,8601.6, Job completed successfully
885,886,application_1513303661803_25090_asrd.cp.big.data.services.team.log,1513821677.0, 17/12/21 02:01:23,1513821683,6, 17/12/21 02:01:13,512.0,512.0,143.6, Job completed successfully
887,888,application_1513303661803_20505_asrd.cp.big.data.services.team.log,1513713311.0, 17/12/19 19:55:17,1513713317,6, 17/12/19 19:55:07,15360.0,10240.0,10854.4, Job completed successfully
889,890,application_1513303661803_25379_asrd.cp.big.data.services.team.log,1513825923.0, 17/12/21 03:12:08,1513825928,5, 17/12/21 03:11:59,12288.0,10240.0,8601.6, Job completed successfully
890,891,application_1513303661803_23994_asrd.cp.big.data.services.team.log,1513792942.0, 17/12/20 18:02:27,1513792947,5, 17/12/20 18:02:18,12288.0,6144.0,8601.6, Job completed successfully
891,892,application_1513303661803_20056_asrd.cp.big.data.services.team.log,1513700017.0, 17/12/19 16:13:42,1513700022,5, 17/12/19 16:13:34,12288.0,10240.0,8601.6, Job completed successfully
892,893,application_1513303661803_21978_asrd.cp.big.data.services.team.log,1513748373.0, 17/12/20 05:39:37,1513748377,4, 17/12/20 05:39:30,12288.0,6144.0,8601.6, Job completed successfully
895,896,application_1513303661803_22180_asrd.cp.big.data.services.team.log,1513750593.0, 17/12/20 06:16:39,1513750599,6, 17/12/20 06:16:30,12288.0,6144.0,8601.6, Job completed successfully
898,899,application_1513303661803_21423_asrd.cp.big.data.services.team.log,1513735997.0, 17/12/20 02:13:23,1513736003,6, 17/12/20 02:13:13,12288.0,6144.0,8601.6, Job completed successfully
901,902,application_1513303661803_18965_asrd.cp.big.data.services.team.log,1513650381.0, 17/12/19 02:28:53,1513650533,152, 17/12/19 02:26:16,12288.0,4096.0,8601.6, Job completed successfully
905,906,application_1513303661803_23669_asrd.cp.big.data.services.team.log,1513789235.0, 17/12/20 17:00:40,1513789240,5, 17/12/20 17:00:32,12288.0,6144.0,8601.6, Job completed successfully
906,907,application_1513303661803_18211_asrd.cp.big.data.services.team.log,1513642029.0, 17/12/19 00:07:22,1513642042,13, 17/12/19 00:07:04,12288.0,6144.0,8601.6, Job completed successfully
907,908,application_1513303661803_25509_asrd.cp.big.data.services.team.log,1513828857.0, 17/12/21 04:02:32,1513828952,95, 17/12/21 04:00:52,512.0,512.0,143.6, Job completed successfully
908,909,application_1513303661803_21033_asrd.cp.big.data.services.team.log,1513730211.0, 17/12/20 00:36:56,1513730216,5, 17/12/20 00:36:47,10240.0,10240.0,7168.0, Job completed successfully
910,911,application_1513303661803_20341_asrd.cp.big.data.services.team.log,1513707182.0, 17/12/19 18:13:07,1513707187,5, 17/12/19 18:12:58,12288.0,6144.0,8601.6, Job completed successfully
912,913,application_1513303661803_20680_asrd.cp.big.data.services.team.log,1513721373.0, 17/12/19 22:09:38,1513721378,5, 17/12/19 22:09:29,6144.0,4096.0,4198.4, Job completed successfully
915,916,application_1513303661803_22616_asrd.cp.big.data.services.team.log,1513764085.0, 17/12/20 10:01:30,1513764090,5, 17/12/20 10:01:21,6144.0,3072.0,4198.4, Job completed successfully
916,917,application_1513303661803_19021_asrd.cp.big.data.services.team.log,1513652321.0, 17/12/19 02:58:45,1513652325,4, 17/12/19 02:58:38,12288.0,6144.0,8601.6, Job completed successfully
917,918,application_1513303661803_18070_asrd.cp.big.data.services.team.log,1513638954.0, 17/12/18 23:15:59,1513638959,5, 17/12/18 23:15:49,12288.0,10240.0,8601.6, Job completed successfully
918,919,application_1513303661803_20797_asrd.cp.big.data.services.team.log,1513728601.0, 17/12/20 00:10:17,1513728617,16, 17/12/20 00:09:46,12288.0,2048.0,8601.6, Job completed successfully
919,920,application_1513303661803_19294_asrd.cp.big.data.services.team.log,1513659375.0, 17/12/19 04:56:22,1513659382,7, 17/12/19 04:56:11,12288.0,10240.0,8601.6, Job completed successfully
920,921,application_1513303661803_23782_asrd.cp.big.data.services.team.log,1513790248.0, 17/12/20 17:17:33,1513790253,5, 17/12/20 17:17:23,12288.0,6144.0,8601.6, Job completed successfully
922,923,application_1513303661803_21133_asrd.cp.big.data.services.team.log,1513730636.0, 17/12/20 00:44:02,1513730642,6, 17/12/20 00:43:52,10240.0,10240.0,7168.0, Job completed successfully
924,925,application_1513303661803_23191_asrd.cp.big.data.services.team.log,1513784379.0, 17/12/20 15:39:45,1513784385,6, 17/12/20 15:39:35,12288.0,10240.0,8601.6, Job completed successfully
926,927,application_1513303661803_18632_asrd.cp.big.data.services.team.log,,,,, 17/12/19 01:02:08,12288.0,10240.0,8601.6, Job failed
929,930,application_1513303661803_19622_asrd.cp.big.data.services.team.log,1513684856.0, 17/12/19 12:01:01,1513684861,5, 17/12/19 12:00:52,512.0,512.0,143.6, Job completed successfully
931,932,application_1513303661803_22970_asrd.cp.big.data.services.team.log,1513780131.0, 17/12/20 14:31:34,1513780294,163, 17/12/20 14:28:33,2048.0,5120.0,1247.6, Job completed successfully
932,933,application_1513303661803_20971_asrd.cp.big.data.services.team.log,1513729914.0, 17/12/20 00:31:59,1513729919,5, 17/12/20 00:31:48,12288.0,5120.0,8601.6, Job completed successfully
934,935,application_1513303661803_21898_asrd.cp.big.data.services.team.log,1513746428.0, 17/12/20 05:07:14,1513746434,6, 17/12/20 05:07:04,4096.0,4096.0,2764.8, Job completed successfully
936,937,application_1513303661803_23843_asrd.cp.big.data.services.team.log,1513791097.0, 17/12/20 17:31:43,1513791103,6, 17/12/20 17:31:33,12288.0,6144.0,8601.6, Job completed successfully
937,938,application_1513303661803_25352_asrd.cp.big.data.services.team.log,1513825828.0, 17/12/21 03:10:33,1513825833,5, 17/12/21 03:10:24,12288.0,10240.0,8601.6, Job completed successfully
938,939,application_1513303661803_18681_asrd.cp.big.data.services.team.log,1513645867.0, 17/12/19 01:11:12,1513645872,5, 17/12/19 01:11:03,20480.0,18432.0,14540.8, Job completed successfully
941,942,application_1513303661803_21471_asrd.cp.big.data.services.team.log,1513736385.0, 17/12/20 02:21:54,1513736514,129, 17/12/20 02:19:38,12288.0,6144.0,8601.6, Job completed successfully
947,948,application_1513303661803_21267_asrd.cp.big.data.services.team.log,1513732569.0, 17/12/20 01:16:14,1513732574,5, 17/12/20 01:16:04,20480.0,10240.0,14540.8, Job completed successfully
948,949,application_1513303661803_23907_asrd.cp.big.data.services.team.log,1513792027.0, 17/12/20 17:47:13,1513792033,6, 17/12/20 17:47:04,12288.0,6144.0,8601.6, Job completed successfully
950,951,application_1513303661803_19613_asrd.cp.big.data.services.team.log,1513681373.0, 17/12/19 11:02:59,1513681379,6, 17/12/19 11:02:47,12288.0,6144.0,8601.6, Job completed successfully
951,952,application_1513303661803_20106_asrd.cp.big.data.services.team.log,1513701290.0, 17/12/19 16:34:55,1513701295,5, 17/12/19 16:34:45,2048.0,10240.0,1247.6, Job completed successfully
956,957,application_1513303661803_20510_asrd.cp.big.data.services.team.log,1513713525.0, 17/12/19 19:58:50,1513713530,5, 17/12/19 19:58:41,1024.0,1024.0,511.5, Job failed
959,960,application_1513303661803_20963_asrd.cp.big.data.services.team.log,1513729908.0, 17/12/20 00:31:53,1513729913,5, 17/12/20 00:31:43,10240.0,10240.0,7168.0, Job completed successfully
961,962,application_1513303661803_23735_asrd.cp.big.data.services.team.log,1513789753.0, 17/12/20 17:09:19,1513789759,6, 17/12/20 17:09:09,12288.0,6144.0,8601.6, Job completed successfully
963,964,application_1513303661803_24229_asrd.cp.big.data.services.team.log,1513796403.0, 17/12/20 19:00:12,1513796412,9, 17/12/20 19:00:00,12288.0,10240.0,8601.6, Job completed successfully
964,965,application_1513303661803_25311_asrd.cp.big.data.services.team.log,1513825542.0, 17/12/21 03:05:48,1513825548,6, 17/12/21 03:05:38,12288.0,12480.0,8601.6, Job completed successfully
965,966,application_1513303661803_22636_asrd.cp.big.data.services.team.log,1513764170.0, 17/12/20 10:02:55,1513764175,5, 17/12/20 10:02:46,12288.0,6144.0,8601.6, Job completed successfully
968,969,application_1513303661803_23718_asrd.cp.big.data.services.team.log,1513789649.0, 17/12/20 17:07:33,1513789653,4, 17/12/20 17:07:26,12288.0,6144.0,8601.6, Job completed successfully
969,970,application_1513303661803_26218_asrd.cp.big.data.services.team.log,1513871503.0, 17/12/21 15:51:48,1513871508,5, 17/12/21 15:51:40,12288.0,10240.0,8601.6, Job completed successfully
972,973,application_1513303661803_19037_asrd.cp.big.data.services.team.log,1513652476.0, 17/12/19 03:01:21,1513652481,5, 17/12/19 03:01:11,12288.0,3072.0,8601.6, Job completed successfully
973,974,application_1513303661803_19829_asrd.cp.big.data.services.team.log,1513693989.0, 17/12/19 14:36:22,1513694182,193, 17/12/19 14:32:49,12288.0,4096.0,8601.6, Job completed successfully
978,979,application_1513303661803_25594_asrd.cp.big.data.services.team.log,1513832505.0, 17/12/21 05:01:50,1513832510,5, 17/12/21 05:01:32,512.0,512.0,143.6, Job completed successfully
979,980,application_1513303661803_19202_asrd.cp.big.data.services.team.log,1513655433.0, 17/12/19 03:50:48,1513655448,15, 17/12/19 03:50:29,20480.0,10240.0,14540.8, Job completed successfully
980,981,application_1513303661803_21628_asrd.cp.big.data.services.team.log,1513739505.0, 17/12/20 03:11:50,1513739510,5, 17/12/20 03:11:40,12288.0,10240.0,8601.6, Job completed successfully
981,982,application_1513303661803_23624_asrd.cp.big.data.services.team.log,1513788726.0, 17/12/20 16:52:10,1513788730,4, 17/12/20 16:52:03,12288.0,6144.0,8601.6, Job completed successfully
982,983,application_1513303661803_24536_asrd.cp.big.data.services.team.log,1513814462.0, 17/12/21 00:01:09,1513814469,7, 17/12/21 00:01:00,8192.0,15360.0,5632.0, Job failed
987,988,application_1513303661803_21014_asrd.cp.big.data.services.team.log,1513730180.0, 17/12/20 00:36:25,1513730185,5, 17/12/20 00:36:16,12288.0,6144.0,8601.6, Job completed successfully
989,990,log_105783895.txt,1509760611.0, 17/11/04 01:57:37,1509760657,46, 17/11/04 01:56:47,20480.0,18432.0,14540.8, Job failed
991,992,application_1513303661803_20177_asrd.cp.big.data.services.team.log,1513702879.0, 17/12/19 17:01:25,1513702885,6, 17/12/19 17:01:13,12288.0,3072.0,8601.6, Job completed successfully
993,994,application_1513303661803_19763_asrd.cp.big.data.services.team.log,1513692563.0, 17/12/19 14:09:29,1513692569,6, 17/12/19 14:09:09,12288.0,12288.0,8601.6, Job failed
994,995,application_1513303661803_24096_asrd.cp.big.data.services.team.log,1513794198.0, 17/12/20 18:23:24,1513794204,6, 17/12/20 18:23:15,12288.0,6144.0,8601.6, Job completed successfully
995,996,log_106212866.txt,1509941584.0, 17/11/06 04:13:08,1509941588,4, 17/11/06 04:13:00,12288.0,16384.0,8601.6, Job failed
996,997,application_1513303661803_23477_asrd.cp.big.data.services.team.log,1513786936.0, 17/12/20 16:22:21,1513786941,5, 17/12/20 16:22:13,12288.0,6144.0,8601.6, Job completed successfully
998,999,application_1513303661803_23644_asrd.cp.big.data.services.team.log,1513788824.0, 17/12/20 16:53:49,1513788829,5, 17/12/20 16:53:41,12288.0,6144.0,8601.6, Job completed successfully
999,1000,application_1513303661803_20815_asrd.cp.big.data.services.team.log,1513728624.0, 17/12/20 00:10:46,1513728646,22, 17/12/20 00:10:03,12288.0,6144.0,8601.6, Job completed successfully
1002,1003,application_1513303661803_24726_asrd.cp.big.data.services.team.log,1513816193.0, 17/12/21 00:29:58,1513816198,5, 17/12/21 00:29:51,3072.0,4096.0,1983.0, Job completed successfully
1003,1004,application_1513303661803_20031_asrd.cp.big.data.services.team.log,1513699279.0, 17/12/19 16:01:24,1513699284,5, 17/12/19 16:01:14,512.0,512.0,143.6, Job completed successfully
1004,1005,application_1513303661803_19365_asrd.cp.big.data.services.team.log,1513663257.0, 17/12/19 06:01:02,1513663262,5, 17/12/19 06:00:53,512.0,512.0,143.6, Job completed successfully
1005,1006,application_1513303661803_19159_asrd.cp.big.data.services.team.log,1513653935.0, 17/12/19 03:25:40,1513653940,5, 17/12/19 03:25:30,12288.0,12480.0,8601.6, Job completed successfully
1013,1014,application_1513303661803_21180_asrd.cp.big.data.services.team.log,1513731683.0, 17/12/20 01:01:29,1513731689,6, 17/12/20 01:01:19,12288.0,10240.0,8601.6, Job completed successfully
1016,1017,application_1513303661803_24440_asrd.cp.big.data.services.team.log,1513802541.0, 17/12/20 20:42:26,1513802546,5, 17/12/20 20:42:17,12288.0,12288.0,8601.6, Job completed successfully
1019,1020,application_1513303661803_20656_asrd.cp.big.data.services.team.log,1513720679.0, 17/12/19 21:58:04,1513720684,5, 17/12/19 21:57:55,15360.0,10240.0,10854.4, Job completed successfully
1020,1021,application_1513303661803_19199_asrd.cp.big.data.services.team.log,1513655426.0, 17/12/19 03:50:31,1513655431,5, 17/12/19 03:50:22,20480.0,10240.0,14540.8, Job completed successfully
1021,1022,application_1513303661803_22105_asrd.cp.big.data.services.team.log,1513749757.0, 17/12/20 06:02:43,1513749763,6, 17/12/20 06:02:35,12288.0,6144.0,8601.6, Job completed successfully
1022,1023,application_1513303661803_19268_asrd.cp.big.data.services.team.log,1513658444.0, 17/12/19 04:40:49,1513658449,5, 17/12/19 04:40:40,12288.0,10240.0,8601.6, Job completed successfully
1024,1025,application_1513303661803_18748_asrd.cp.big.data.services.team.log,1513647956.0, 17/12/19 01:46:03,1513647963,7, 17/12/19 01:45:51,12288.0,10240.0,8601.6, Job completed successfully
1025,1026,application_1513303661803_20953_asrd.cp.big.data.services.team.log,1513729884.0, 17/12/20 00:31:29,1513729889,5, 17/12/20 00:31:19,12288.0,5120.0,8601.6, Job completed successfully
1029,1030,application_1513303661803_21447_asrd.cp.big.data.services.team.log,1513736080.0, 17/12/20 02:14:46,1513736086,6, 17/12/20 02:14:35,12288.0,12480.0,8601.6, Job completed successfully
1033,1034,application_1513303661803_20713_asrd.cp.big.data.services.team.log,1513724496.0, 17/12/19 23:01:54,1513724514,18, 17/12/19 23:01:20,512.0,512.0,143.6, Job completed successfully
1035,1036,application_1513303661803_24292_asrd.cp.big.data.services.team.log,1513796764.0, 17/12/20 19:06:56,1513796816,52, 17/12/20 19:06:00,12288.0,6144.0,8601.6, Job completed successfully
1036,1037,application_1513303661803_22682_asrd.cp.big.data.services.team.log,1513766289.0, 17/12/20 10:38:15,1513766295,6, 17/12/20 10:38:04,5120.0,5120.0,3481.6, Job completed successfully
1037,1038,application_1513303661803_17999_asrd.cp.big.data.services.team.log,1513638073.0, 17/12/18 23:01:17,1513638077,4, 17/12/18 23:01:09,512.0,512.0,143.6, Job completed successfully
1038,1039,application_1513303661803_20111_asrd.cp.big.data.services.team.log,1513701428.0, 17/12/19 16:37:12,1513701432,4, 17/12/19 16:37:04,2048.0,10240.0,1247.6, Job completed successfully
1039,1040,application_1513303661803_25193_asrd.cp.big.data.services.team.log,1513822398.0, 17/12/21 02:13:26,1513822406,8, 17/12/21 02:13:13,12288.0,10240.0,8601.6, Job completed successfully
1040,1041,application_1513303661803_23043_asrd.cp.big.data.services.team.log,1513782340.0, 17/12/20 15:08:22,1513782502,162, 17/12/20 15:05:35,12288.0,10240.0,8601.6, Job completed successfully
1044,1045,application_1513303661803_21324_asrd.cp.big.data.services.team.log,1513735262.0, 17/12/20 02:01:09,1513735269,7, 17/12/20 02:00:55,512.0,512.0,143.6, Job completed successfully
1046,1047,application_1513303661803_23128_asrd.cp.big.data.services.team.log,1513783762.0, 17/12/20 15:29:29,1513783769,7, 17/12/20 15:29:17,15360.0,6144.0,10854.4, Job completed successfully
1047,1048,application_1513303661803_24283_asrd.cp.big.data.services.team.log,1513796696.0, 17/12/20 19:05:05,1513796705,9, 17/12/20 19:04:51,12288.0,16384.0,8601.6, Job completed successfully
1048,1049,application_1513303661803_21380_asrd.cp.big.data.services.team.log,1513735764.0, 17/12/20 02:09:30,1513735770,6, 17/12/20 02:09:20,12288.0,6144.0,8601.6, Job completed successfully
1049,1050,application_1513303661803_22460_asrd.cp.big.data.services.team.log,1513754719.0, 17/12/20 07:25:24,1513754724,5, 17/12/20 07:25:16,12288.0,6144.0,8601.6, Job failed
1052,1053,application_1513303661803_22193_asrd.cp.big.data.services.team.log,1513750752.0, 17/12/20 06:19:17,1513750757,5, 17/12/20 06:19:09,12288.0,6144.0,8601.6, Job completed successfully
1053,1054,application_1513303661803_20044_asrd.cp.big.data.services.team.log,1513699378.0, 17/12/19 16:03:03,1513699383,5, 17/12/19 16:02:51,12288.0,6144.0,8601.6, Job completed successfully
1055,1056,application_1513303661803_25884_asrd.cp.big.data.services.team.log,1513857666.0, 17/12/21 12:01:11,1513857671,5, 17/12/21 12:01:01,512.0,512.0,143.6, Job completed successfully
