Log File,state_accept_epoch,state_running_time,state_running_epoch,waiting_time_to_run,spark_driver_start_time,spark_driver_start_time_epoch,spark_driver_memory,spark_executor_memory,memoryStore_capacity,job_result,job_successfully_completed_at_time,job_successfully_completed_at_time_epoch,job_failed_at_time,job_failed_at_time_epoch,waiting_time_to_accept,successful_job_completion_time,failed_job_completion_time
application_1513303661803_22165_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_17935_asrd.cp.big.data.services.team.log,1513637069, 17/12/18 22:44:34,1513637074,5, 17/12/18 22:44:26,1513637066, 15G, 12G, 10.6GB, Job completed successfully, 17/12/18 22:52:00,1513637520, NA, NA,3,446, NA
application_1513303661803_25471_asrd.cp.big.data.services.team.log,1513827883, 17/12/21 03:44:48,1513827888,5, 17/12/21 03:44:39,1513827879, 10G, 13G, 7.0GB, Job completed successfully, 17/12/21 03:55:26,1513828526, NA, NA,4,638, NA
application_1513303661803_20653_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23156_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23010_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25321_asrd.cp.big.data.services.team.log,1513825556, 17/12/21 03:06:03,1513825563,7, 17/12/21 03:05:52,1513825552, 12g, 10G, 8.4GB, Job completed successfully, 17/12/21 03:26:38,1513826798, NA, NA,4,1235, NA
application_1513303661803_23023_asrd.cp.big.data.services.team.log,1513782191, 17/12/20 15:08:23,1513782503,312, 17/12/20 15:03:07,1513782187, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 15:23:05,1513783385, NA, NA,4,882, NA
application_1513303661803_22224_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25769_asrd.cp.big.data.services.team.log,1513846804, 17/12/21 09:00:09,1513846809,5, 17/12/21 08:59:59,1513846799, 8G, 8G, 5.5GB, Job completed successfully, 17/12/21 09:04:29,1513847069, NA, NA,5,260, NA
application_1513303661803_21187_asrd.cp.big.data.services.team.log,1513731694, 17/12/20 01:01:39,1513731699,5, 17/12/20 01:01:28,1513731688, 12g, 3G, 8.4GB, Job completed successfully, 17/12/20 01:02:00,1513731720, NA, NA,6,21, NA
application_1513303661803_20641_asrd.cp.big.data.services.team.log,1513717731, 17/12/19 21:08:56,1513717736,5, 17/12/19 21:08:46,1513717726, 6G, 4G, 4.1GB, Job completed successfully, 17/12/19 21:21:41,1513718501, NA, NA,5,765, NA
application_1513303661803_22629_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21216_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20213_asrd.cp.big.data.services.team.log,1513703585, 17/12/19 17:13:10,1513703590,5, 17/12/19 17:13:00,1513703580, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/19 17:13:47,1513703627, NA, NA,5,37, NA
application_1513303661803_20404_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25208_asrd.cp.big.data.services.team.log,1513822662, 17/12/21 02:18:46,1513822726,64, 17/12/21 02:17:38,1513822658, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/21 02:24:16,1513823056, NA, NA,4,330, NA
application_1513303661803_22152_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18659_asrd.cp.big.data.services.team.log,1513645569, 17/12/19 01:06:22,1513645582,13, 17/12/19 01:06:05,1513645565, 12g, 10G, 8.4GB, Job completed successfully, 17/12/19 01:07:03,1513645623, NA, NA,4,41, NA
application_1513303661803_24471_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20445_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25229_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23674_asrd.cp.big.data.services.team.log,1513789255, 17/12/20 17:01:00,1513789260,5, 17/12/20 17:00:50,1513789250, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 17:12:38,1513789958, NA, NA,5,698, NA
application_1513303661803_18193_asrd.cp.big.data.services.team.log,1513641999, 17/12/19 00:06:44,1513642004,5, 17/12/19 00:06:31,1513641991, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/19 00:07:30,1513642050, NA, NA,8,46, NA
application_1513303661803_24209_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21842_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22925_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 3.4GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20598_asrd.cp.big.data.services.team.log,1513716508, 17/12/19 20:48:35,1513716515,7, 17/12/19 20:48:26,1513716506, 12G, 12G, 8.4GB, Job completed successfully, 17/12/19 20:49:48,1513716588, NA, NA,2,73, NA
application_1513303661803_25259_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23759_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24508_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19644_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19342_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19416_asrd.cp.big.data.services.team.log,1513667071, 17/12/19 07:04:35,1513667075,4, 17/12/19 07:04:24,1513667064, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/19 07:04:59,1513667099, NA, NA,7,24, NA
application_1513303661803_22709_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19063_asrd.cp.big.data.services.team.log,1513652997, 17/12/19 03:10:02,1513653002,5, 17/12/19 03:09:53,1513652993, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/19 03:13:05,1513653185, NA, NA,4,183, NA
application_1513303661803_22097_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24123_asrd.cp.big.data.services.team.log,1513794627, 17/12/20 18:30:34,1513794634,7, 17/12/20 18:30:22,1513794622, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 18:37:25,1513795045, NA, NA,5,411, NA
application_1513303661803_23102_asrd.cp.big.data.services.team.log,1513783521, 17/12/20 15:25:27,1513783527,6, 17/12/20 15:25:16,1513783516, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 15:34:55,1513784095, NA, NA,5,568, NA
application_1513303661803_25145_asrd.cp.big.data.services.team.log,1513822042, 17/12/21 02:07:27,1513822047,5, 17/12/21 02:07:18,1513822038, 12g, 12480M, 8.4GB, Job completed successfully, 17/12/21 02:11:54,1513822314, NA, NA,4,267, NA
application_1513303661803_17842_asrd.cp.big.data.services.team.log,1513634744, 17/12/18 22:05:49,1513634749,5, 17/12/18 22:05:38,1513634738, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/18 22:06:09,1513634769, NA, NA,6,20, NA
application_1513303661803_24680_asrd.cp.big.data.services.team.log,1513815389, 17/12/21 00:16:36,1513815396,7, 17/12/21 00:16:25,1513815385, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/21 00:18:12,1513815492, NA, NA,4,96, NA
application_1513303661803_18285_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22843_asrd.cp.big.data.services.team.log,1513777630, 17/12/20 13:47:15,1513777635,5, 17/12/20 13:47:06,1513777626, 15G, 10G, 10.6GB, Job completed successfully, 17/12/20 13:51:56,1513777916, NA, NA,4,281, NA
application_1513303661803_19957_asrd.cp.big.data.services.team.log,1513697572, 17/12/19 15:32:57,1513697577,5, 17/12/19 15:32:34,1513697554, 15G, 6144M, 10.6GB, Job completed successfully, 17/12/19 15:33:01,1513697581, NA, NA,18,4, NA
application_1513303661803_18468_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19261_asrd.cp.big.data.services.team.log,1513657390, 17/12/19 04:23:17,1513657397,7, 17/12/19 04:23:04,1513657384, 20G, 10G, 14.2GB, Job completed successfully, 17/12/19 04:28:24,1513657704, NA, NA,6,307, NA
application_1513303661803_21941_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20428_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23005_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21233_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22695_asrd.cp.big.data.services.team.log,1513767672, 17/12/20 11:01:17,1513767677,5, 17/12/20 11:01:07,1513767667, 512M, 512M, 143.6MB, Job completed successfully, 17/12/20 11:01:35,1513767695, NA, NA,5,18, NA
application_1513303661803_23081_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20597_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22370_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21996_asrd.cp.big.data.services.team.log,1513748527, 17/12/20 05:42:13,1513748533,6, 17/12/20 05:42:03,1513748523, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 05:48:12,1513748892, NA, NA,4,359, NA
application_1513303661803_19185_asrd.cp.big.data.services.team.log,1513654499, 17/12/19 03:35:22,1513654522,23, 17/12/19 03:34:55,1513654495, 20G, 12G, 14.2GB, Job completed successfully, 17/12/19 03:46:29,1513655189, NA, NA,4,667, NA
application_1513303661803_19019_asrd.cp.big.data.services.team.log,1513652291, 17/12/19 02:58:16,1513652296,5, 17/12/19 02:58:06,1513652286, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/19 03:03:59,1513652639, NA, NA,5,343, NA
application_1513303661803_27976_asrd.cp.big.data.services.team.log,1513936973, 17/12/22 10:03:03,1513936983,10, 17/12/22 10:02:49,1513936969, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/22 10:03:25,1513937005, NA, NA,4,22, NA
application_1513303661803_26136_asrd.cp.big.data.services.team.log,1513869514, 17/12/21 15:18:39,1513869519,5, 17/12/21 15:18:30,1513869510, 12g, 10G, 8.4GB, Job completed successfully, 17/12/21 15:19:18,1513869558, NA, NA,4,39, NA
application_1513303661803_21958_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20723_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20149_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18877_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24082_asrd.cp.big.data.services.team.log,1513794102, 17/12/20 18:21:49,1513794109,7, 17/12/20 18:21:38,1513794098, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 18:27:51,1513794471, NA, NA,4,362, NA
application_1513303661803_23709_asrd.cp.big.data.services.team.log,1513789554, 17/12/20 17:05:59,1513789559,5, 17/12/20 17:05:50,1513789550, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 17:06:23,1513789583, NA, NA,4,24, NA
application_1513303661803_22365_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22962_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22901_asrd.cp.big.data.services.team.log,1513778600, 17/12/20 14:03:31,1513778611,11, 17/12/20 14:03:17,1513778597, 18G, 22G, 12.7GB, Job completed successfully, 17/12/20 14:06:52,1513778812, NA, NA,3,201, NA
application_1513303661803_22158_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25361_asrd.cp.big.data.services.team.log,1513825888, 17/12/21 03:11:33,1513825893,5, 17/12/21 03:11:24,1513825884, 12g, 5G, 8.4GB, Job completed successfully, 17/12/21 03:18:48,1513826328, NA, NA,4,435, NA
application_1513303661803_24416_asrd.cp.big.data.services.team.log,1513800359, 17/12/20 20:06:04,1513800364,5, 17/12/20 20:05:55,1513800355, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 20:06:27,1513800387, NA, NA,4,23, NA
application_1513303661803_23937_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23729_asrd.cp.big.data.services.team.log,1513789725, 17/12/20 17:08:49,1513789729,4, 17/12/20 17:08:42,1513789722, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 17:14:49,1513790089, NA, NA,3,360, NA
application_1513303661803_21416_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24358_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24393_asrd.cp.big.data.services.team.log,1513800069, 17/12/20 20:01:14,1513800074,5, 17/12/20 20:01:05,1513800065, 512M, 512M, 143.6MB, Job completed successfully, 17/12/20 20:01:35,1513800095, NA, NA,4,21, NA
application_1513303661803_19078_asrd.cp.big.data.services.team.log,1513653310, 17/12/19 03:15:15,1513653315,5, 17/12/19 03:15:06,1513653306, 12g, 12480M, 8.4GB, Job completed successfully, 17/12/19 03:22:21,1513653741, NA, NA,4,426, NA
application_1513303661803_23869_asrd.cp.big.data.services.team.log,1513791474, 17/12/20 17:37:59,1513791479,5, 17/12/20 17:37:51,1513791471, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 17:43:59,1513791839, NA, NA,3,360, NA
application_1513303661803_17856_asrd.cp.big.data.services.team.log,1513635107, 17/12/18 22:11:51,1513635111,4, 17/12/18 22:11:42,1513635102, 12G, 10G, 8.4GB, Job completed successfully, 17/12/18 22:14:02,1513635242, NA, NA,5,131, NA
application_1513303661803_22437_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20562_asrd.cp.big.data.services.team.log,1513714867, 17/12/19 20:21:12,1513714872,5, 17/12/19 20:21:00,1513714860, 15G, 6144M, 10.6GB, Job completed successfully, 17/12/19 20:22:42,1513714962, NA, NA,7,90, NA
application_1513303661803_24499_asrd.cp.big.data.services.team.log,1513810856, 17/12/20 23:01:01,1513810861,5, 17/12/20 23:00:52,1513810852, 512M, 512M, 143.6MB, Job completed successfully, 17/12/20 23:01:21,1513810881, NA, NA,4,20, NA
application_1513303661803_21588_asrd.cp.big.data.services.team.log,1513739140, 17/12/20 03:05:44,1513739144,4, 17/12/20 03:05:36,1513739136, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 03:06:06,1513739166, NA, NA,4,22, NA
application_1513303661803_17914_asrd.cp.big.data.services.team.log,1513636737, 17/12/18 22:39:01,1513636741,4, 17/12/18 22:38:52,1513636732, 12G, 10G, 8.4GB, Job completed successfully, 17/12/18 22:41:06,1513636866, NA, NA,5,125, NA
application_1513303661803_18626_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, 17/12/19 01:01:58,1513645318, 12g, 10G, 8.4GB, Job failed, NA, NA, 17/12/19 01:02:04,1513645324, NA, NA, NA
application_1513303661803_18856_asrd.cp.big.data.services.team.log,1513649993, NA, NA, NA, 17/12/19 02:19:46,1513649986, 12g, 12480M, 8.4GB, Job failed, NA, NA, 17/12/19 02:19:55,1513649995,7, NA, NA
application_1513303661803_21538_asrd.cp.big.data.services.team.log,1513738623, 17/12/20 02:57:08,1513738628,5, 17/12/20 02:56:59,1513738619, 15G, 10G, 10.6GB, Job completed successfully, 17/12/20 03:02:01,1513738921, NA, NA,4,293, NA
application_1513303661803_25144_asrd.cp.big.data.services.team.log,1513822041, 17/12/21 02:07:27,1513822047,6, 17/12/21 02:07:16,1513822036, 12g, 12480M, 8.4GB, Job completed successfully, 17/12/21 02:18:15,1513822695, NA, NA,5,648, NA
application_1513303661803_18661_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22719_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18591_asrd.cp.big.data.services.team.log,1513645273, 17/12/19 01:01:18,1513645278,5, 17/12/19 01:01:07,1513645267, 12g, 6144M, 8.4GB, Job failed, NA, NA, 17/12/19 01:02:11,1513645331,6, NA,53
application_1513303661803_23890_asrd.cp.big.data.services.team.log,1513791874, 17/12/20 17:44:39,1513791879,5, 17/12/20 17:44:31,1513791871, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 17:50:58,1513792258, NA, NA,3,379, NA
application_1513303661803_19370_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25313_asrd.cp.big.data.services.team.log,1513825546, 17/12/21 03:05:51,1513825551,5, 17/12/21 03:05:42,1513825542, 12g, 12480M, 8.4GB, Job completed successfully, 17/12/21 03:09:09,1513825749, NA, NA,4,198, NA
application_1513303661803_22107_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21125_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21294_asrd.cp.big.data.services.team.log,1513733478, 17/12/20 01:31:44,1513733504,26, 17/12/20 01:31:14,1513733474, 15G, 6144M, 10.6GB, Job completed successfully, 17/12/20 01:32:01,1513733521, NA, NA,4,17, NA
application_1513303661803_25812_asrd.cp.big.data.services.team.log,1513850454, 17/12/21 10:00:59,1513850459,5, 17/12/21 10:00:51,1513850451, 512M, 512M, 143.6MB, Job completed successfully, 17/12/21 10:01:26,1513850486, NA, NA,3,27, NA
application_1513303661803_25320_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18806_asrd.cp.big.data.services.team.log,1513649069, 17/12/19 02:04:34,1513649074,5, 17/12/19 02:04:25,1513649065, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/19 02:04:54,1513649094, NA, NA,4,20, NA
application_1513303661803_24351_asrd.cp.big.data.services.team.log,1513798602, 17/12/20 19:36:47,1513798607,5, 17/12/20 19:36:38,1513798598, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 19:42:43,1513798963, NA, NA,4,356, NA
application_1513303661803_22541_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 1247.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24430_sai.medikonda.log,1513801166, 17/12/20 20:19:31,1513801171,5, 17/12/20 20:19:21,1513801161, 12g, 6144M, 8.4GB, Job failed, NA, NA, 17/12/20 20:20:26,1513801226,5, NA,55
application_1513303661803_21886_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18940_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 14.2GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18596_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24185_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20059_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 5.5GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23066_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19349_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
